	SRR12626034	SRR12626035	SRR12626036	SRR12626040	SRR12626041	SRR12626042
SOD1	10301	10900	9726	11004	7108	8586
SOD2	820	945	760	1357	782	1183
SOGA3	258	202	162	203	107	185
SON	7449	6705	5799	8792	5272	6223
SORBS1	683	689	560	1206	586	866
SORBS2	2466	2118	1861	2657	1357	1857
SORCS1	901	1222	782	1776	880	945
SORCS2	41	62	47	77	47	59
SORD	77	100	46	106	67	79
SORL1	707	740	713	547	284	377
SORT1	1257	1147	1001	1940	1105	1272
SOS1	1961	1725	1717	2013	808	1520
SOS2	798	791	664	950	529	627
SOSTDC1	9226	6474	6818	3038	1866	3163
SOWAHC	503	325	323	594	346	351
SOX11	2291	2143	2234	6574	3400	3078
SOX12	439	456	402	428	236	309
SOX2	167	185	133	232	132	199
SOX2-OT	11132	9957	9336	6908	3432	5811
SOX4	11857	10735	10387	29968	16301	16369
SOX5	682	490	615	504	252	359
SOX6	655	689	607	662	281	609
SOX9	2953	2948	2643	3541	1937	3048
SOX9-AS1	293	257	294	133	74	124
SP1	607	632	595	673	502	688
SP100	51	52	49	115	46	67
SP110	193	155	130	170	135	156
SP3	1191	1248	1125	1766	844	1109
SP4	1164	922	893	1168	537	879
SPA17	1048	871	737	1071	795	1055
SPAG1	1113	755	718	1077	551	864
SPAG16	605	649	546	541	319	474
SPAG17	1409	984	855	1102	365	906
SPAG4	28	53	46	26	14	29
SPAG5	397	300	324	546	331	383
SPAG6	1080	893	818	746	481	698
SPAG7	104	107	92	135	81	96
SPAG8	1918	1489	1337	920	646	922
SPAG9	4350	3978	3734	5876	2811	4083
SPARC	66876	77330	61066	80080	50241	69495
SPARCL1	9039	5413	5664	5051	1703	5085
SPAST	1009	872	855	1358	686	890
SPATA1	307	252	222	290	105	263
SPATA13	2947	2926	2702	4485	2543	3553
SPATA17	1681	1707	1455	1844	1096	1703
SPATA18	455	410	381	359	241	376
SPATA20	120	103	65	83	59	46
SPATA33	49	43	31	63	29	39
SPATA4	204	240	197	235	134	186
SPATA5	420	413	448	710	334	549
SPATA5L1	141	138	148	243	128	133
SPATA6	1102	875	712	1151	493	782
SPATA6L	269	225	247	167	100	163
SPATA7	303	353	271	335	150	231
SPATS2	701	827	676	1114	645	803
SPATS2L	2976	2515	2000	3957	2236	3260
SPCS1	4859	5151	4366	6700	4075	5502
SPCS2	1957	1895	1563	2617	1509	1939
SPCS3	2826	2761	2328	4614	2726	3313
SPDL1	1757	1416	1350	4555	2191	2228
SPDYA	54	53	40	80	46	62
SPDYE1	28	42	31	60	26	35
SPDYE3	52	47	42	37	34	58
SPDYE5	46	40	34	56	30	34
SPECC1	132	83	85	206	92	132
SPECC1L	47	39	25	53	37	58
SPEF2	4268	3196	3351	3199	1638	3298
SPEN	836	723	650	897	530	610
SPG11	1568	1544	1244	2059	1006	1456
SPG20	3619	3128	3005	3966	2057	3037
SPG21	668	704	638	865	521	556
SPG7	229	192	158	211	121	171
SPHK1	10	36	13	66	33	45
SPHKAP	99	136	66	102	80	109
SPICE1	1937	2571	2063	3071	1603	2974
SPIDR	1325	1220	899	1576	868	1303
SPIN1	6832	6373	5974	8666	4639	6317
SPIN3	182	259	143	283	161	241
SPIN4	793	552	473	654	445	728
SPINK5	43	46	41	98	19	63
SPINT1	66	96	60	121	73	101
SPINT2	505	539	350	585	304	419
SPIRE1	1166	1269	1119	1654	1100	1293
SPOCD1	11	16	12	79	36	43
SPOCK1	1896	2147	2091	1166	629	943
SPOCK2	53	29	34	33	13	43
SPOCK3	152	149	112	319	139	136
SPON1	47	31	29	41	76	38
SPOP	1855	1603	1479	2340	1441	1772
SPOPL	738	768	615	1171	410	789
SPP1	164	505	422	762	301	499
SPPL2A	202	162	170	181	101	94
SPPL3	465	409	364	464	286	387
SPRED1	1316	1085	1065	1700	783	1308
SPRED2	326	335	275	486	358	403
SPRTN	473	379	292	529	337	463
SPRY1	464	422	358	561	401	489
SPRY2	94	124	76	314	133	201
SPRY4	163	133	180	488	278	289
SPRYD3	77	156	63	134	86	115
SPRYD4	180	191	167	272	170	226
SPRYD7	209	198	204	243	145	197
SPTAN1	1443	1429	1092	1641	970	1301
SPTBN1	5062	4404	3489	4920	2917	3758
SPTLC1	5898	5956	5386	9234	5421	6907
SPTLC2	2276	2480	2214	2368	1481	2120
SPTLC3	4600	4294	4512	2802	1738	3010
SPTSSA	3739	3573	3074	3697	2528	3562
SPTY2D1	2031	1874	1276	2593	1331	1742
SPZ1	162	126	135	59	42	70
SQLE	1875	2396	1924	3005	1652	2106
SQRDL	46	54	38	96	36	37
SQSTM1	485	493	284	750	465	528
SRA1	286	235	160	419	205	303
SRBD1	1586	1257	1258	1840	994	1411
SRCAP	57	75	71	88	52	56
SRD5A1	52	58	33	89	49	46
SRD5A3	86	79	77	70	75	55
SREBF2	127	192	111	144	85	137
SREK1	8461	6839	5349	9003	3154	6640
SREK1IP1	2614	2421	2335	3487	1535	2569
SRF	65	67	48	72	62	76
SRFBP1	1097	830	852	1728	760	1295
SRGAP1	166	200	177	607	343	311
SRGAP2	504	469	462	823	565	638
SRGAP2B	206	196	182	314	140	209
SRGAP2C	247	227	226	412	163	268
SRGAP3	305	340	270	286	204	187
SRI	1111	1016	947	1527	1035	1292
SRM	47	50	41	72	39	48
SRP14	13364	14015	12241	17484	11824	13021
SRP14-AS1	355	352	284	364	163	249
SRP19	1598	1378	1482	2741	1645	2026
SRP54	8397	8447	7966	11449	6657	8707
SRP68	594	615	537	723	489	583
SRP72	4116	3902	3905	6627	3341	4765
SRP9	30050	25880	26195	38274	21902	28314
SRPK1	2802	3082	2934	5594	3461	4411
SRPK2	5142	4623	4305	7728	3763	5386
SRPR	3089	3442	3095	3624	2519	3567
SRPRB	860	839	775	1217	845	950
SRPX2	14	33	3	226	66	66
SRR	620	457	453	782	494	614
SRRD	81	94	92	176	99	80
SRRM1	5733	6251	4954	7745	4492	6106
SRRM2	680	861	621	827	456	625
SRRM4	34	44	19	55	35	15
SRRT	76	52	38	59	62	51
SRSF1	1230	1352	1412	1682	1050	1153
SRSF10	6434	5561	5083	8484	4789	6479
SRSF11	4795	4799	3995	6386	2749	4724
SRSF12	470	408	374	585	287	491
SRSF2	1019	960	814	1553	847	961
SRSF3	8403	6212	6922	13379	7577	9344
SRSF4	320	302	246	370	227	283
SRSF5	15875	15928	15838	14388	8685	12809
SRSF6	14579	11939	11872	18788	9780	12873
SRSF7	4083	3858	3715	5250	3240	4058
SRSF8	703	686	611	887	527	633
SRSF9	150	165	109	213	132	159
SRXN1	263	234	177	320	225	248
SS18	4002	3713	3456	5370	3387	4032
SS18L1	418	346	390	518	294	354
SS18L2	983	1049	977	1372	710	964
SSB	10186	8880	8704	16018	8984	12020
SSBP1	649	591	508	1203	777	757
SSBP2	4893	4552	4249	4107	2315	3398
SSBP3	381	405	288	370	182	317
SSBP3-AS1	78	107	91	69	44	81
SSFA2	2636	2637	2644	3035	1681	2343
SSH1	462	451	361	1050	646	678
SSH2	483	484	360	946	598	735
SSNA1	46	21	13	34	18	22
SSPN	333	430	366	747	324	417
SSR1	14970	14771	13888	23479	13223	17166
SSR2	3837	4237	3665	5559	3403	4075
SSR3	3178	3736	3352	7106	3906	4741
SSR4	2772	2576	1705	3199	1762	2159
SSRP1	1357	1202	1228	1830	1334	1674
SSTR2	126	114	112	89	55	64
SSU72	605	632	499	836	506	628
SSX2IP	1350	1045	1053	2531	1131	1737
ST13	8098	8578	7606	8189	4893	7187
ST18	61	38	36	22	22	44
ST3GAL1	580	796	585	566	300	455
ST3GAL2	65	55	54	96	57	54
ST3GAL3	45	53	35	29	25	27
ST3GAL5	466	428	421	348	179	236
ST3GAL6	35	47	64	125	37	59
ST5	1416	1404	1153	2578	1506	2081
ST6GAL1	80	94	71	183	78	132
ST6GAL2	543	419	411	1097	485	433
ST6GALNAC2	75	80	80	49	49	42
ST6GALNAC3	455	261	272	492	267	338
ST6GALNAC5	244	202	177	232	166	174
ST6GALNAC6	30	51	21	27	31	20
ST7	251	220	211	524	294	393
ST7L	374	345	276	539	238	345
ST8SIA1	376	278	285	535	319	361
ST8SIA2	66	24	51	78	66	41
ST8SIA3	117	114	92	268	225	214
ST8SIA4	294	235	231	571	180	240
STAC	332	308	234	479	248	297
STAG1	1323	1117	1122	1951	928	1278
STAG2	15192	15983	13931	17000	7853	15022
STAG3L2	137	121	121	176	105	120
STAG3L4	354	355	234	366	196	289
STAM	1905	1771	1746	3671	2130	2812
STAM-AS1	147	120	130	185	109	126
STAM2	3527	3010	2921	5075	2579	3381
STAMBP	1187	1255	1207	3062	1709	1811
STARD13	282	229	259	218	151	246
STARD13-AS	56	30	34	34	10	31
STARD3	41	42	34	44	35	33
STARD3NL	1507	1301	1352	2879	1569	1639
STARD4	13682	15660	14576	11900	6262	11619
STARD4-AS1	2675	2376	2379	2863	1298	2498
STARD7	1898	1666	1489	2209	1324	1634
STARD9	249	304	255	385	173	264
STAT1	1355	961	962	1918	994	1293
STAT2	480	557	419	705	320	499
STAT3	1483	1806	1199	2902	2032	2098
STAT5B	316	293	192	378	168	227
STAU1	1349	1184	934	1306	715	923
STAU2	3573	3803	3222	6121	3289	4341
STC1	2219	3646	2806	1993	1039	1914
STC2	91	108	111	130	96	96
STEAP1B	107	67	66	32	20	31
STEAP2	1552	1103	1097	1133	333	911
STEAP3	12	23	6	165	66	58
STIL	194	155	207	313	193	239
STIM1	380	379	315	334	255	262
STIM2	4930	4397	3885	5672	3186	4771
STIP1	1683	1553	1365	2099	1415	1763
STK10	58	50	35	112	36	61
STK16	179	209	157	224	161	170
STK17A	426	479	335	410	288	342
STK17B	163	169	150	642	240	223
STK24	297	381	244	398	221	291
STK25	66	59	33	93	44	75
STK26	180	149	109	176	40	85
STK3	1039	898	810	1498	803	1082
STK32A	258	246	235	414	290	437
STK33	1349	1115	861	1740	915	1409
STK35	109	156	114	114	90	101
STK36	878	851	684	799	453	755
STK38	536	436	404	841	527	675
STK38L	5236	5109	4385	30160	13397	17110
STK39	2375	2326	2349	3249	1834	2540
STK4	1110	1011	986	1616	984	1343
STK40	31	35	26	74	36	36
STMN1	8818	9069	8270	18898	11315	10824
STMN2	1170	1134	973	3359	1934	1343
STMN4	39	59	53	92	44	35
STOM	1374	1756	1445	1935	1247	1896
STOML2	768	765	509	1049	654	778
STOML3	492	307	275	219	164	197
STON1	767	770	716	1124	645	947
STON2	10754	8741	8730	12246	6930	9425
STOX1	913	722	788	490	255	434
STOX2	230	187	138	248	108	141
STPG1	450	420	332	355	242	407
STPG2-AS1	48	32	40	64	37	38
STRA13	62	47	33	89	53	89
STRA6	129	133	84	84	35	54
STRADA	389	378	278	433	295	348
STRADB	219	178	211	276	174	185
STRAP	3061	2550	2011	3974	2353	2976
STRBP	1893	1448	1499	1846	1004	1434
STRIP1	375	408	378	579	402	420
STRIP2	474	260	299	494	267	483
STRN	561	467	421	948	416	600
STRN3	2308	1975	1866	3104	1473	2034
STS	140	153	132	240	153	203
STT3A	8311	8832	7653	12477	7198	9071
STT3B	2207	2026	1932	2800	1569	2282
STX12	2816	2595	2424	3527	2144	2481
STX16	1093	1020	821	1151	547	819
STX17	1503	1516	1426	1589	827	1449
STX18	150	115	139	128	114	146
STX18-AS1	111	89	100	87	48	85
STX2	2006	1849	1743	2240	1192	1589
STX3	338	317	297	528	251	343
STX5	91	133	102	106	80	98
STX6	484	504	416	657	515	588
STX7	1308	1510	1268	1634	965	1130
STX8	990	965	858	1515	1040	1091
STXBP1	615	676	530	833	480	595
STXBP3	3736	3057	2972	4771	2365	3489
STXBP4	1118	996	835	1411	610	1162
STXBP5	1187	770	573	1673	664	1076
STXBP5-AS1	128	138	133	264	100	120
STXBP5L	284	203	173	363	148	181
STXBP6	20	49	42	27	26	24
STYX	730	852	741	1133	537	950
STYXL1	246	277	203	411	221	300
SUB1	9684	8101	8400	12805	7131	9049
SUCLA2	5095	4019	3654	6454	3253	4627
SUCLG1	3685	3697	3378	3490	2289	2856
SUCLG2	1170	1093	827	1142	661	888
SUCLG2-AS1	60	35	26	30	22	32
SUCO	2194	2395	1978	2996	1364	2021
SUDS3	1806	1748	1715	1958	1217	1570
SUFU	82	88	56	119	71	69
SUGCT	41	47	37	111	38	59
SUGP1	37	27	28	44	40	27
SUGP2	442	438	374	451	252	257
SUGT1	1598	1504	1343	1714	1213	1476
SULF1	187484	214084	190625	226755	143022	224323
SULF2	416	456	316	738	464	511
SULT1C2	138	135	113	310	99	131
SULT1C4	1526	1602	1386	3238	1894	2635
SULT1E1	95	31	49	121	92	41
SULT4A1	44	31	21	43	25	47
SUMF1	60	82	52	125	49	45
SUMF2	582	565	370	572	325	509
SUMO1	12142	10946	10982	17274	10120	12348
SUMO1P3	173	192	166	254	148	176
SUMO2	3382	3329	3036	4628	2835	3474
SUMO3	438	422	254	570	318	360
SUN1	1308	1212	1050	1592	902	1085
SUOX	255	210	183	217	138	233
SUPT16H	4923	5067	4512	8247	4733	5978
SUPT20H	1925	1830	1535	2783	1366	1880
SUPT3H	566	698	719	724	399	555
SUPT4H1	868	913	822	1196	754	1029
SUPT5H	238	225	164	252	164	204
SUPT6H	194	203	165	237	171	208
SUPT7L	1507	1405	1173	2064	1111	1526
SUPV3L1	302	308	226	453	283	377
SURF1	111	138	90	113	78	103
SURF4	365	428	274	550	322	474
SURF6	49	59	32	66	33	67
SUSD1	64	84	64	147	83	53
SUSD5	151	125	151	897	402	467
SUSD6	474	420	362	670	391	513
SUV39H2	525	541	518	801	493	576
SUV420H1	1694	1660	1535	1935	1032	1499
SUZ12	2145	1841	1832	2426	1138	2078
SUZ12P1	100	99	95	82	60	108
SV2A	94	126	85	142	84	83
SV2C	15	38	19	84	56	49
SVBP	459	489	362	646	362	359
SVEP1	202	133	141	234	92	125
SVIL	236	239	189	531	279	278
SVIP	995	965	734	992	533	754
SWAP70	1492	1435	1240	2061	1113	1399
SWI5	201	222	151	271	119	177
SWT1	598	462	494	883	359	469
SYAP1	877	766	697	1276	651	816
SYBU	436	247	268	266	192	221
SYCE2	31	60	22	19	14	22
SYCP2	83	54	53	91	30	27
SYCP2L	119	100	114	186	85	92
SYCP3	52	48	47	40	30	48
SYDE2	588	445	457	462	208	390
SYF2	889	896	804	984	550	799
SYN2	23	16	14	69	30	18
SYNCRIP	2080	2173	1712	3577	2007	2415
SYNE1	2350	1811	1396	3232	1369	2510
SYNE2	11666	7926	5375	13082	4270	9807
SYNGR1	217	207	143	243	119	182
SYNGR2	49	54	26	63	26	24
SYNGR3	47	39	36	43	20	33
SYNJ1	911	699	699	650	290	607
SYNJ2	42	39	41	256	93	110
SYNJ2BP	1912	1676	1571	2627	1246	1761
SYNM	135	150	111	251	137	187
SYNPO2	30	27	17	71	16	38
SYNPR	26	19	15	69	38	25
SYPL1	5121	5569	4984	5614	3036	4686
SYS1	1232	1138	897	1328	833	969
SYT1	740	592	693	1499	603	675
SYT10	98	29	45	49	7	30
SYT11	3067	3511	2611	5203	3383	3710
SYT13	177	160	133	229	131	147
SYT14	1583	1322	1203	2516	966	1665
SYT17	487	495	386	582	438	534
SYT4	3586	2906	3162	4795	3573	2791
SYT9	57	73	68	86	38	50
SYTL2	568	754	609	1992	841	1394
SYTL3	109	115	59	63	53	60
SYTL4	19	20	13	99	73	46
SYTL5	22	44	19	147	36	66
SYVN1	59	68	36	91	32	48
SZRD1	41	47	32	89	49	76
SZT2	52	43	40	74	26	36
TAB2	1664	1525	1491	2333	1285	1651
TAB3	674	727	673	716	362	618
TAC3	15	10	4	58	21	29
TACC1	3992	3525	3254	4946	2763	3654
TACC2	147	132	90	176	83	131
TACO1	33	39	55	59	34	53
TACR3	771	707	594	281	144	314
TADA1	2441	2484	2429	3319	1687	2245
TADA2B	112	119	95	141	71	101
TADA3	77	104	50	134	74	85
TAF1	1260	1417	1403	1563	962	1322
TAF10	67	68	68	115	69	82
TAF11	364	398	350	631	364	406
TAF12	1168	1200	1135	1579	1011	1299
TAF13	77	103	113	176	107	97
TAF1A	466	506	506	841	478	671
TAF1A-AS1	145	174	161	185	120	110
TAF1B	1252	1118	1164	1543	823	1072
TAF1C	33	50	23	54	33	26
TAF1D	1649	1584	1462	1672	890	1345
TAF2	1438	1126	1083	1990	1160	1431
TAF3	139	112	94	178	94	116
TAF4B	1019	527	732	563	302	531
TAF5	65	54	58	75	26	49
TAF5L	137	167	155	191	122	180
TAF6	44	41	33	54	38	47
TAF7	5525	5125	4623	7767	4491	6029
TAF8	221	274	206	242	191	247
TAF9B	3776	2688	2791	4488	2790	3758
TAGLN	446	845	324	7667	3467	3350
TAGLN2	668	691	360	1671	885	811
TAGLN3	124	97	53	234	176	116
TALDO1	691	677	485	1073	689	702
TAMM41	132	146	134	195	109	167
TANC1	832	637	602	1112	552	861
TANC2	3439	3164	2784	2490	1477	2423
TANGO2	41	44	22	71	26	35
TANGO6	68	64	49	80	61	60
TANK	3162	2453	2432	4726	2451	3296
TAOK1	5040	4592	4002	6622	2949	4513
TAOK3	1035	839	710	867	496	694
TAPT1	277	253	188	302	134	192
TAPT1-AS1	90	51	66	45	22	56
TARBP1	1525	1536	1465	1788	892	1302
TARBP2	63	37	29	84	35	47
TARDBP	7406	8552	8122	11978	7349	9260
TARID	100	64	68	64	28	64
TARS	4691	4000	3892	8206	4594	5539
TARS2	428	392	256	490	321	393
TARSL2	502	547	511	613	271	473
TASP1	1345	1180	1161	1769	807	1314
TATDN1	695	792	754	1213	698	905
TATDN2	178	238	209	263	152	192
TATDN3	1635	1597	1665	2283	1359	1830
TAX1BP1	16670	15320	14598	25088	12455	18117
TBC1D1	193	192	186	137	96	74
TBC1D10B	50	50	41	65	39	27
TBC1D12	557	412	391	591	363	409
TBC1D13	47	84	53	65	50	56
TBC1D14	71	51	64	96	65	82
TBC1D15	3845	3711	3536	4947	2424	4061
TBC1D16	109	71	60	155	134	91
TBC1D19	1042	876	780	2030	1069	1480
TBC1D20	499	535	489	598	334	493
TBC1D22B	164	176	138	325	206	269
TBC1D23	6194	6230	5849	10397	4870	7225
TBC1D24	245	171	145	350	139	141
TBC1D25	49	42	32	68	42	42
TBC1D2B	21	55	34	41	12	43
TBC1D30	204	142	150	149	49	93
TBC1D31	616	534	618	434	229	449
TBC1D32	1686	1649	1514	1985	635	1222
TBC1D4	107	109	143	211	53	119
TBC1D5	429	508	392	579	310	473
TBC1D7	276	292	226	523	354	325
TBC1D8	208	171	131	192	89	171
TBC1D8B	923	695	590	782	161	468
TBC1D9	406	379	331	642	360	396
TBC1D9B	187	207	109	207	92	170
TBCA	2695	2666	2664	3293	2105	2846
TBCB	77	79	54	154	87	94
TBCC	54	74	53	90	65	49
TBCCD1	980	929	823	1114	762	886
TBCE	603	620	601	772	525	637
TBCEL	395	414	386	514	278	416
TBCK	1378	1174	1067	1747	982	1307
TBK1	1529	1446	1447	2217	1147	1961
TBL1X	628	687	411	471	260	389
TBL1XR1	34045	29482	29444	45786	21132	31445
TBL2	93	125	94	206	98	138
TBP	1283	1048	1041	1595	931	1175
TBPL1	869	778	660	928	514	693
TBR1	22	11	26	48	35	25
TBRG1	670	704	519	975	537	706
TBRG4	80	70	49	99	70	91
TCAF1	390	414	381	610	353	504
TCAIM	5153	4499	4428	4386	2245	3880
TCEA1	1381	1342	1365	1919	1074	1334
TCEA2	74	69	41	68	35	55
TCEAL1	595	570	350	818	405	482
TCEAL2	88	94	76	150	67	114
TCEAL4	2589	2846	2491	3850	2432	2876
TCEAL7	549	430	467	1078	559	552
TCEAL8	4057	3566	3734	5837	3222	4114
TCEANC	243	196	241	283	170	217
TCEANC2	934	900	852	1171	624	1015
TCEB1	2117	1918	1796	3266	1946	2340
TCEB2	3474	3349	2202	4404	2799	3118
TCEB3	1147	1137	931	1546	969	1115
TCEB3-AS1	81	69	80	70	43	40
TCERG1	1667	1588	1401	2626	1173	1740
TCF12	1878	1778	1538	3130	1579	1891
TCF25	189	185	136	187	161	161
TCF3	58	87	36	118	61	64
TCF4	1530	1612	1466	3452	1844	2130
TCF7	344	320	279	559	364	464
TCF7L1	146	151	115	153	98	116
TCF7L2	694	705	617	1031	512	724
TCFL5	89	73	79	112	67	70
TCHP	100	79	73	95	60	77
TCN2	665	698	509	838	497	603
TCOF1	95	73	72	127	83	104
TCP1	5080	4455	4051	6619	4284	5133
TCP11L1	52	36	58	64	45	42
TCP11L2	224	313	267	233	128	236
TCTA	162	120	112	159	104	171
TCTEX1D1	564	455	407	357	297	391
TCTEX1D2	268	228	174	285	206	185
TCTN1	461	344	360	340	214	340
TCTN2	428	485	359	415	276	299
TCTN3	2550	2626	1945	3033	1884	2631
TDG	1151	927	836	2172	1136	1325
TDP1	1055	1020	865	1297	851	1125
TDP2	919	870	789	1532	871	893
TDRD3	2226	2213	2116	1673	643	1356
TDRD6	61	36	28	19	13	24
TDRD7	515	376	340	284	105	273
TDRD9	55	17	31	16	12	8
TDRKH	437	404	339	581	349	489
TDRP	405	297	353	310	231	259
TEAD1	3346	3061	3142	5624	2966	3953
TEAD2	65	49	31	107	79	60
TEC	40	35	37	88	35	16
TECPR2	74	51	44	65	46	67
TECR	570	562	263	595	419	568
TEFM	905	659	824	1218	672	842
TEK	34	27	27	135	65	52
TEKT1	1709	1687	1434	1297	861	1317
TEKT2	257	248	178	168	131	258
TENM1	516	500	304	828	217	362
TENM2	157	122	84	157	78	93
TENM3	245	194	164	426	185	239
TENM4	151	83	111	126	87	96
TEP1	51	63	64	81	46	53
TERF1	543	478	448	774	454	588
TERF2	850	820	736	1025	676	704
TERF2IP	660	793	590	818	506	741
TES	34	25	14	299	112	90
TET1	1683	2015	1563	2061	851	1861
TET2	755	921	716	1241	574	957
TET2-AS1	37	24	24	72	20	50
TET3	120	137	108	256	113	165
TEX10	1462	1310	1171	2526	1429	1754
TEX11	58	34	20	30	14	16
TEX15	1240	770	664	619	263	593
TEX2	1325	1207	781	1011	612	851
TEX26	79	64	63	59	37	55
TEX261	220	170	154	253	197	184
TEX264	92	96	77	82	70	75
TEX30	611	570	581	975	517	690
TEX9	3330	2544	2631	3775	1753	2945
TFAM	2487	2104	2248	3456	1796	2366
TFB1M	710	660	650	1244	704	896
TFB2M	897	884	957	1500	812	1019
TFCP2	465	391	373	587	360	429
TFCP2L1	47	48	37	23	12	28
TFDP1	722	706	679	874	481	736
TFDP2	1146	998	907	1483	887	1254
TFE3	118	133	96	187	134	97
TFG	3479	3212	2726	4887	3078	3703
TFIP11	393	318	212	419	249	346
TFPI	228	167	188	258	150	226
TFPI2	8	8	9	59	19	20
TFRC	15839	13186	13712	24968	16944	20614
TGDS	2040	2143	1909	2337	1206	1795
TGFB2	334	354	228	1022	394	378
TGFB3	287	404	299	1109	587	645
TGFBI	246	202	184	1690	558	268
TGFBR1	1796	1480	1543	2846	1288	1912
TGFBR2	616	506	443	815	446	586
TGFBR3	2187	2389	1951	1836	1066	1646
TGFBRAP1	290	258	187	401	244	241
TGIF1	806	874	644	1712	1102	1319
TGIF2	313	377	293	399	182	314
TGM2	4	3	3	59	24	8
TGOLN2	1698	1672	1164	2356	1366	1839
TGS1	1182	1118	1000	1284	888	929
THADA	2520	2343	2185	5213	3001	4039
THAP1	1070	882	955	1442	843	1009
THAP10	44	34	35	71	32	42
THAP11	75	92	74	70	59	48
THAP2	2329	2199	1997	2817	1220	2158
THAP3	46	43	43	67	30	44
THAP4	63	61	36	49	33	42
THAP5	3007	2444	2380	3500	1562	2947
THAP6	2015	1889	1959	2410	1339	2043
THAP9	1495	1157	1012	1511	592	926
THAP9-AS1	3401	3440	3041	6038	3125	4444
THBS1	664	516	401	6419	2524	2203
THBS2	21	36	32	57	42	51
THBS3	312	243	195	359	224	282
THBS4	188	162	134	176	94	137
THEM4	102	78	54	131	51	96
THG1L	502	502	440	513	316	369
THNSL1	838	851	814	1023	589	828
THOC1	2034	1587	1754	2801	1416	2135
THOC2	10450	9371	8308	12509	4645	8941
THOC3	60	62	38	168	102	129
THOC5	404	497	379	631	477	464
THOC7	937	866	741	1603	917	1156
THRA	132	122	97	123	44	59
THRAP3	5228	5090	4252	6407	3867	4664
THRB	391	375	352	233	98	247
THSD4	19	25	20	56	38	18
THSD7A	285	247	225	570	307	304
THTPA	139	113	66	117	89	91
THUMPD1	2652	2247	1996	3345	1526	2396
THUMPD2	464	385	366	404	218	352
THUMPD3	1733	1637	1500	2645	1422	2008
THUMPD3-AS1	1665	1761	1567	1966	1114	1818
THYN1	2389	2298	2077	2889	1725	2147
TIA1	5292	4931	4290	6089	2612	4585
TIAL1	2177	2270	2086	2335	1266	1736
TIAM1	96	73	41	187	79	93
TIAM2	22	29	17	59	28	29
TICRR	62	34	33	48	27	21
TIFA	19	49	25	73	27	67
TIGAR	1977	1353	1329	3303	2123	2340
TIGD1	750	836	670	927	620	706
TIGD2	143	165	159	181	136	186
TIGD4	850	597	582	470	231	475
TIGD6	112	122	114	137	85	134
TIGD7	634	581	492	738	366	603
TIMELESS	128	130	84	202	115	150
TIMM10	343	383	318	514	341	349
TIMM10B	2090	1838	1288	2397	1432	1522
TIMM13	75	95	48	123	67	96
TIMM17A	7093	6208	5824	12400	7349	8198
TIMM17B	125	118	74	161	95	112
TIMM21	3259	3057	2869	3780	2267	2851
TIMM23	1249	1131	865	1726	1106	1314
TIMM23B	105	124	86	186	74	132
TIMM44	59	55	43	63	45	57
TIMM50	99	104	54	106	95	110
TIMM8A	378	284	276	580	349	450
TIMM8B	1877	1616	1358	2679	1703	1832
TIMM9	547	615	470	660	410	610
TIMMDC1	2966	2836	2632	4348	2492	2992
TIMP1	1220	1632	978	2048	1338	1516
TIMP2	1216	1317	1061	1658	992	1126
TIMP3	6325	6224	5605	12935	7919	9145
TINF2	277	332	216	488	307	341
TIPARP	291	486	371	294	311	484
TIPIN	364	338	341	485	267	395
TIPRL	1234	933	1036	1982	1053	1129
TJP1	154	122	131	251	158	173
TJP2	139	147	136	142	89	202
TK2	90	88	70	111	56	76
TKFC	78	81	46	74	43	62
TKT	1048	1169	721	1549	962	1212
TLDC1	133	136	95	200	103	127
TLE1	212	155	129	215	141	179
TLE3	100	117	75	133	90	105
TLE4	336	220	219	328	199	266
TLK1	11032	9415	8474	10715	4851	7712
TLK2	763	620	627	939	619	665
TLL1	1369	935	849	1727	697	998
TLL2	60	43	38	179	108	75
TLN1	184	175	116	272	104	143
TLN2	276	254	291	398	243	271
TLR1	55	70	48	78	38	70
TLR4	193	114	181	231	184	221
TM2D1	2488	2223	1844	2871	1380	2271
TM2D2	722	563	474	1026	624	577
TM2D3	2224	2471	2078	2523	1528	1936
TM4SF1	227	276	261	6920	3367	3195
TM4SF18	918	690	670	4814	2378	2608
TM6SF1	755	718	820	1479	706	922
TM7SF2	100	95	68	83	79	85
TM7SF3	808	802	722	1519	918	1117
TM9SF1	764	808	616	974	593	708
TM9SF2	4307	4073	3245	4377	2747	3602
TM9SF3	3880	3460	3411	5162	2491	3494
TM9SF4	2227	3000	2445	2738	2218	2958
TMA16	1094	977	931	1914	959	1101
TMA7	7261	6424	6118	8349	5481	6390
TMBIM1	69	96	61	123	75	117
TMBIM4	6567	5357	5099	6611	3846	4973
TMBIM6	81786	86684	80379	102736	63301	80809
TMC5	428	335	265	179	115	240
TMC7	26	37	29	87	81	75
TMCC1	1383	1277	1141	2311	1241	1389
TMCC1-AS1	111	107	83	159	61	94
TMCC3	29	31	22	163	142	138
TMCO1	9369	8695	7875	12914	7416	9335
TMCO3	2916	2644	2215	1875	927	1522
TMED1	30	34	31	42	23	52
TMED10	25963	27287	24503	37325	22157	28704
TMED10P1	213	213	210	245	110	199
TMED2	10189	9926	8432	15523	9154	11508
TMED3	138	156	99	170	131	144
TMED4	1142	1343	1176	1573	876	1185
TMED5	4261	3624	3108	3897	1864	3475
